id,url,name,about,is_superhost,thumbnail_url,picture_url,verifications,location,neighbourhood,since,response_time,response_rate,acceptance_rate,listings_count,total_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
1176120,https://www.airbnb.com/users/show/1176120,Julia,"Entrepreneur. Investor. Traveler. Optimist.
My husband and I split our time between our place in Manhattan, our upstate NY home, and our travels throughout the world. 
",False,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ebe18601-9c90-4c1c-82b7-cbe0731e00d9.jpg?aki_policy=profile_x_medium,"['email', 'phone']","New York, NY",Arbor Hill,2011-09-18,within an hour,100.0,99.0,3,13,3,3,0,0
461579260,https://www.airbnb.com/users/show/461579260,Md,no about,False,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c6328f9-b030-4921-a21a-fe09645f480d.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2022-05-29,within an hour,100.0,100.0,3,3,2,2,0,0
474123093,https://www.airbnb.com/users/show/474123093,Lipa,no about,False,https://a0.muscache.com/im/pictures/user/13d3ace3-b6fd-42cb-8b7a-c911173226f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13d3ace3-b6fd-42cb-8b7a-c911173226f0.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Unknown,2022-08-09,within an hour,100.0,98.0,3,3,1,1,0,0
1717342,https://www.airbnb.com/users/show/1717342,David,"I'm an artist who paints pictures of historic buildings and landscapes.  I enjoy visiting historic places, touring museums, skiing, hiking and traveling in Europe, especially Italy. Wonderful Airbnb stays in Rome, Florence, Paris, Marseille, Lisbon and Faro inspired me to become a host. I live in Albany, New York and Truro, Massachusetts.",True,https://a0.muscache.com/im/pictures/user/f72bee4d-7a91-4468-b111-dfa69ebbf847.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f72bee4d-7a91-4468-b111-dfa69ebbf847.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Unknown,2012-02-07,within an hour,100.0,99.0,2,2,2,2,0,0
67337944,https://www.airbnb.com/users/show/67337944,Rabia,no about,True,https://a0.muscache.com/im/pictures/user/ce0f9b5a-de55-42e4-ba5b-1f95fc61692c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce0f9b5a-de55-42e4-ba5b-1f95fc61692c.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Pine Hills,2016-04-15,within an hour,100.0,98.0,1,1,1,1,0,0
476189412,https://www.airbnb.com/users/show/476189412,Timothy,"hi, I’m Tim.  
Living in Albany after leaving  Ireland ( Up Tipp) years ago. My family have worked hard to provide for you a comfortable home from home,  in The Mansion Neighborhood of Historical Albany, NY. ",True,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2022-08-22,within an hour,100.0,88.0,2,5,2,2,0,0
3650672,https://www.airbnb.com/users/show/3650672,Zuhair,We are a Pakistani American Family with 4 lovely children and always welcoming to new guests. We hope you enjoy your stay!,False,https://a0.muscache.com/im/users/3650672/profile_pic/1421866230/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3650672/profile_pic/1421866230/original.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Woodbury, NY",Melrose,2012-09-23,within an hour,100.0,71.0,1,2,1,1,0,0
353498132,https://www.airbnb.com/users/show/353498132,Michael,no about,True,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2020-07-04,within an hour,100.0,93.0,5,5,5,5,0,0
476189412,https://www.airbnb.com/users/show/476189412,Timothy,"hi, I’m Tim.  
Living in Albany after leaving  Ireland ( Up Tipp) years ago. My family have worked hard to provide for you a comfortable home from home,  in The Mansion Neighborhood of Historical Albany, NY. ",True,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Mansion Area,2022-08-22,within an hour,100.0,88.0,2,5,2,2,0,0
9318285,https://www.airbnb.com/users/show/9318285,Mesut,no about,False,https://a0.muscache.com/im/pictures/user/User-9318285/original/86a1a529-132c-4f5d-879b-4c119fe43320.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9318285/original/86a1a529-132c-4f5d-879b-4c119fe43320.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2013-10-08,within an hour,100.0,100.0,2,2,2,0,2,0
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
10279606,https://www.airbnb.com/users/show/10279606,Nori,"Hello Everyone. 
My name is Nori; I am a landlord from Albany, NY. I decided to start hosting on Airbnb in 2022. I was always passionate about the hospitality industry. I did my undergraduate degree in hospitality management and truly feel passionate about providing an excellent experience to guests. 
My Sister Kate is the co-host and helps me manage the bookings.
Feel free to contact us with any questions.
",True,https://a0.muscache.com/im/pictures/user/df85b6a8-ffdf-4ea9-b127-a1710de4e394.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df85b6a8-ffdf-4ea9-b127-a1710de4e394.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2013-11-26,within an hour,100.0,99.0,2,3,2,2,0,0
360287870,https://www.airbnb.com/users/show/360287870,Mela,"Hi, I'm Mela. I'm based in upstate NY. I’m a traveller and host.",True,https://a0.muscache.com/im/pictures/user/User/original/a83b2217-0cf1-400b-bee3-d99b48d917c4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/a83b2217-0cf1-400b-bee3-d99b48d917c4.jpeg?aki_policy=profile_x_medium,['phone'],"Albany, NY",Capitol Hill,2020-08-03,within an hour,100.0,95.0,1,1,1,1,0,0
502037254,https://www.airbnb.com/users/show/502037254,Andrew,no about,False,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Capitol Hill,2023-02-20,within an hour,100.0,83.0,4,4,3,3,0,0
44434571,https://www.airbnb.com/users/show/44434571,Earl,"I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",False,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pastures,2015-09-17,within an hour,100.0,99.0,7,7,7,7,0,0
77367219,https://www.airbnb.com/users/show/77367219,Elizabeth,no about,False,https://a0.muscache.com/im/pictures/user/User-77367219/original/dac7f7a3-2b30-4ebf-8d26-334f4e5eb679.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-77367219/original/dac7f7a3-2b30-4ebf-8d26-334f4e5eb679.jpeg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Central Avenue,2016-06-12,within an hour,100.0,67.0,1,1,1,0,1,0
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
98744672,https://www.airbnb.com/users/show/98744672,Bela,"My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",True,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Pine Hills,2016-10-08,within an hour,100.0,98.0,8,8,8,2,6,0
484673863,https://www.airbnb.com/users/show/484673863,Blossom Estates,no about,True,https://a0.muscache.com/im/pictures/user/cc81bb2f-7316-47b1-99f2-7dda89f3632c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cc81bb2f-7316-47b1-99f2-7dda89f3632c.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Park South,2022-10-22,within an hour,100.0,100.0,3,3,2,2,0,0
65414985,https://www.airbnb.com/users/show/65414985,James,"I am an architect, often traveling with my family. I enjoy the outdoors, cooking, and exploring new places.",True,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","Albany, NY",Capitol Hill,2016-04-01,within an hour,100.0,94.0,2,2,2,2,0,0
255839958,https://www.airbnb.com/users/show/255839958,Kira,no about,False,https://a0.muscache.com/im/pictures/user/bf9a03ad-9884-4504-b33c-87461e3540a2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bf9a03ad-9884-4504-b33c-87461e3540a2.jpg?aki_policy=profile_x_medium,['phone'],"Albany, NY",Delaware Avenue,2019-04-14,within an hour,100.0,93.0,1,1,1,1,0,0
486073806,https://www.airbnb.com/users/show/486073806,Keneisha,"Hello Guest, First I want to thank you so much for choosing to stay with us. I go by Kenny to all who know me, I’m a mom of three amazing kids and a wife. Originally born on the beautiful island of Jamaica, been in upstate for 20 + years now. I love to travel, being outdoors and spending time with my family. I really enjoy hosting to seeing folks from all over the world staying in my space. I hope you guys are comfortable and enjoy it!",True,https://a0.muscache.com/im/pictures/user/User-486073806/original/8249bdae-326f-42c1-9642-5a025242c7a0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-486073806/original/8249bdae-326f-42c1-9642-5a025242c7a0.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",West Hill,2022-11-02,within an hour,100.0,100.0,1,1,1,1,0,0
258664571,https://www.airbnb.com/users/show/258664571,Vorakij,"CUL LLC was founded in 2019 by Leo & Maloy for a simple purpose. To take the “air mattress” out of the Airbnb and help all wanderlust make breakfast. 

Through Leo’s international hospitality experience, and Maloy’s practice in customer service and custodianship, we aim to provide a higher standard of respite by focusing on Peace, Quiet, and Privacy, to take the stress out of your Journey. 

This means easy, accessible parking. Comfortable beds that don’t squeak. Solid, easy to connect wifi, and a kitchen stocked for cooking.

You have enough on your plate, so let us take care of you, as if our home was yours.

We provide the home so you can focus on making the memories. 

*Minority Owned & LGBT Owned Business*
",True,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Providence, RI",Mansion Area,2019-04-28,within an hour,100.0,97.0,2,2,2,2,0,0
258664571,https://www.airbnb.com/users/show/258664571,Vorakij,"CUL LLC was founded in 2019 by Leo & Maloy for a simple purpose. To take the “air mattress” out of the Airbnb and help all wanderlust make breakfast. 

Through Leo’s international hospitality experience, and Maloy’s practice in customer service and custodianship, we aim to provide a higher standard of respite by focusing on Peace, Quiet, and Privacy, to take the stress out of your Journey. 

This means easy, accessible parking. Comfortable beds that don’t squeak. Solid, easy to connect wifi, and a kitchen stocked for cooking.

You have enough on your plate, so let us take care of you, as if our home was yours.

We provide the home so you can focus on making the memories. 

*Minority Owned & LGBT Owned Business*
",True,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Providence, RI",Mansion Area,2019-04-28,within an hour,100.0,97.0,2,2,2,2,0,0
69729286,https://www.airbnb.com/users/show/69729286,Musab,no about,False,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Capitol Hill,2016-05-01,within an hour,100.0,100.0,2,2,2,0,2,0
188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,"I'm a caring mother with a love for health, wellness, gardening, cooking, travel, design, and aesthetics. As a detail-oriented individual and native to the Capital District, I'm dedicated to ensuring my guests have a delightful stay in Albany.",True,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2018-05-09,within a few hours,97.0,23.0,9,9,8,8,0,0
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
37769478,https://www.airbnb.com/users/show/37769478,Erion,Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,True,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2015-07-07,within an hour,100.0,99.0,12,12,10,10,0,0
6203319,https://www.airbnb.com/users/show/6203319,Melissa,no about,True,https://a0.muscache.com/im/pictures/user/User-6203319/original/405e88e0-4f02-48b3-b3e0-2f484900a286.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6203319/original/405e88e0-4f02-48b3-b3e0-2f484900a286.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2013-05-02,within a few hours,100.0,83.0,3,3,3,0,3,0
261036923,https://www.airbnb.com/users/show/261036923,Hasan,"4 years of hosting experience and stayed at Airbnbs while traveling across the US, we created our own Airbnb to give comfort and peaceful stay to our guests.",True,https://a0.muscache.com/im/pictures/user/1c1b0208-f8f2-4563-a579-e664aca35029.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c1b0208-f8f2-4563-a579-e664aca35029.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",New Scotland,2019-05-10,within an hour,100.0,85.0,1,1,1,1,0,0
115597810,https://www.airbnb.com/users/show/115597810,Massi,"Mom of one little comedian, world traveler, first responder, real estate investor and future property manager. 
I love podcasts, networking and hosting. Super passionate about helping others.
Please add me on LinkedIn :) !!",False,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_x_medium,"['email', 'phone', 'work_email']","New York, NY",Center Square & Hudson/Park,2017-02-09,within an hour,100.0,100.0,1,3,1,1,0,0
188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,"I'm a caring mother with a love for health, wellness, gardening, cooking, travel, design, and aesthetics. As a detail-oriented individual and native to the Capital District, I'm dedicated to ensuring my guests have a delightful stay in Albany.",True,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2018-05-09,within a few hours,97.0,23.0,9,9,8,8,0,0
444163492,https://www.airbnb.com/users/show/444163492,Drasana,no about,False,https://a0.muscache.com/im/pictures/user/e3563124-b729-4bb3-8d2b-de1bac97045c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e3563124-b729-4bb3-8d2b-de1bac97045c.jpg?aki_policy=profile_x_medium,['phone'],"Albany, NY",Bishop's Gate,2022-02-08,within an hour,100.0,100.0,1,3,1,1,0,0
188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,"I'm a caring mother with a love for health, wellness, gardening, cooking, travel, design, and aesthetics. As a detail-oriented individual and native to the Capital District, I'm dedicated to ensuring my guests have a delightful stay in Albany.",True,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Center Square & Hudson/Park,2018-05-09,within a few hours,97.0,23.0,9,9,8,8,0,0
253824490,https://www.airbnb.com/users/show/253824490,Tomar & Kash,no about,False,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Valley Stream, NY",Arbor Hill,2019-04-07,within an hour,100.0,88.0,1,2,1,1,0,0
349460842,https://www.airbnb.com/users/show/349460842,Scott,Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our 4 Airbnb’s!,True,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2020-06-10,within an hour,100.0,98.0,10,10,10,4,6,0
232967878,https://www.airbnb.com/users/show/232967878,Diana,no about,True,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Delaware Avenue,2018-12-28,within an hour,99.0,98.0,27,39,25,25,0,0
462767507,https://www.airbnb.com/users/show/462767507,Joshua,"Hi, we're Josh & Ashley, founders of Capital Region Rentals. Check out our reviews on Capital Region Rentals .com! My wife and I love our city and we're happy that we get to host you along your adventure! Our goal is to create unique experiences for each of our guests and to have just a small part in your traveling experience. Come stay with us!",True,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Park South,2022-06-05,within an hour,100.0,99.0,3,3,3,3,0,0
20144241,https://www.airbnb.com/users/show/20144241,Carla,"Live, laugh and love. It's my motto for life. I hope you enjoy my home. It's my peaceful and soothing sanctuary from long week(s) at work. I travel for work, so I would love someone to enjoy my home as well. 

It has newly updated kitchen, baths with a spa steam shower. ",False,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Northampton, PA",West Hill,2014-08-17,within an hour,100.0,100.0,2,2,1,1,0,0
493882819,https://www.airbnb.com/users/show/493882819,Terra,no about,False,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Voorheesville, NY",Park South,2023-01-02,within an hour,73.0,100.0,6,6,6,0,6,0
493882819,https://www.airbnb.com/users/show/493882819,Terra,no about,False,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Voorheesville, NY",Park South,2023-01-02,within an hour,73.0,100.0,6,6,6,0,6,0
89705052,https://www.airbnb.com/users/show/89705052,Share,"We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",True,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Pine Hills,2016-08-13,within an hour,100.0,100.0,4,9,4,0,4,0
491607190,https://www.airbnb.com/users/show/491607190,Abba,no about,False,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_x_medium,['phone'],"Albany, NY",Capitol Hill,2022-12-15,within an hour,100.0,100.0,2,2,2,2,0,0
493882819,https://www.airbnb.com/users/show/493882819,Terra,no about,False,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Voorheesville, NY",Park South,2023-01-02,within an hour,73.0,100.0,6,6,6,0,6,0
21886921,https://www.airbnb.com/users/show/21886921,David,We love to travel the world and we value our hosts because we too are hosts. ,False,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Saratoga Springs, NY",Pine Hills,2014-09-28,within an hour,100.0,68.0,3,5,2,2,0,0
265709295,https://www.airbnb.com/users/show/265709295,Richard & Priscela,"My husband and I have been living in the Capital Region for 11 years. I am a practicing Physician Assistant and my husband is a Data Scientist/Doctoral student at SUNY Albany. We love cooking, hiking and playing/watching soccer in our spare time. Our goal is to make your stay enjoyable, comfortable and relaxing! Welcome to your home away from home!   ",True,https://a0.muscache.com/im/pictures/user/918a4f54-44c1-42f3-ba34-0e4582a223d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/918a4f54-44c1-42f3-ba34-0e4582a223d4.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Albany, NY",Central Avenue,2019-06-02,within an hour,100.0,93.0,2,2,2,2,0,0
493882819,https://www.airbnb.com/users/show/493882819,Terra,no about,False,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,"['email', 'phone']","Voorheesville, NY",Park South,2023-01-02,within an hour,73.0,100.0,6,6,6,0,6,0
